formatted_date,XIU.TO,HXT.TO,VCN.TO,XUU.TO,ZCN.TO
2017-06-05,26.709365818921494,31.139999389648438,33.57663981318417,26.206682880890476,24.59311584595653
2017-06-06,26.767963794334793,31.190000534057617,33.67327884939579,26.06218033279153,24.675642718134057
2017-06-07,26.615605481669057,31.010000228881836,33.50147657347395,26.227326664533056,24.557746222728184
2017-06-08,26.709365818921494,31.139999389648438,33.56590191493347,26.24797044817564,24.616693346086812
2017-06-09,26.826561769748093,31.260000228881836,33.726966292604615,26.134431606841,24.687432592543505
2017-06-12,26.62732552382561,31.049999237060547,33.52295032193067,25.876390217407423,24.557746222728184
2017-06-13,26.615605481669057,31.010000228881836,33.50147657347395,25.75253145295106,24.557746222728184
2017-06-14,26.27573320060687,30.649999618530273,33.071968835624666,25.79381705153666,24.23942635973891
2017-06-15,26.310893327076535,30.6299991607666,33.06123298541865,25.814460835179244,24.215848859608627
2017-06-16,26.392931386802942,30.760000228881836,33.10418253037677,25.6699582870803,24.29837573178615
2017-06-19,26.486689488685904,30.8799991607666,33.27598480629861,25.886712109228714,24.38090260396368
2017-06-20,26.25229311629376,30.610000610351562,33.00754349416515,25.814460835179244,24.192269110789727
2017-06-21,26.264013158450314,30.6299991607666,32.988216702752986,25.855746433764843,24.192269110789727
2017-06-22,26.38121134464639,30.75,33.17190485310151,25.72156577748719,24.321953231916435
2017-06-23,26.521847379786095,30.93000030517578,33.38800722585444,25.84026552535848,24.487009224960104
2017-06-26,26.545287464099204,30.940000534057617,33.39881265363078,25.829908468776548,24.487009224960104
2017-06-27,26.521847379786095,30.920000076293945,33.36639637030176,25.539916810702138,24.449282130556117
2017-06-28,26.62732552382561,31.040000915527344,33.52847572602223,25.415636082532075,24.556151441197567
2017-06-29,26.404651428959497,30.760000228881836,33.22592993105859,25.177427731960766,24.342412819914664
2017-06-30,26.287453242763426,30.649999618530273,33.117877714219816,25.125644424457665,24.294914341917536
2017-07-04,26.240573074137206,30.579999923706055,33.0530472084864,25.22921301487042,24.21179427027465
2017-07-05,26.29917328491998,30.65999984741211,33.107072286443476,25.239570071452356,24.25929274827178
2017-07-06,26.217135225193573,30.549999237060547,32.90177534146689,24.98064958312374,24.140548818131045
2017-07-07,26.13509493009769,30.440000534057617,32.782917696851776,24.949578413377942,24.045554126988876
2017-07-10,26.25229311629376,30.610000610351562,33.009825497381044,25.022075834044905,24.188047296128172
2017-07-11,26.322611133863614,30.690000534057617,33.06385263626274,25.053147003790702,24.235543509273214
2017-07-12,26.310893327076535,30.670000076293945,33.107072286443476,24.846009822965186,24.247418128772495
2017-07-13,26.310893327076535,30.65999984741211,33.06385263626274,24.88743804929291,24.223668889773933
2017-07-14,26.38121134464639,30.770000457763672,33.182708219953234,24.835652766383255,24.294914341917536
2017-07-17,26.369491302489834,30.719999313354492,33.128683141996156,24.93922135679601,24.27116736777106
2017-07-18,26.322611133863614,30.700000762939453,33.117877714219816,24.856366879547117,24.25929274827178
2017-07-19,26.49840953084246,30.889999389648438,33.33398214789736,24.908150187050218,24.413658272058267
2017-07-20,26.557007506255758,30.979999542236328,33.35559300345004,24.908150187050218,24.449282130556117
2017-07-21,26.41637147111605,30.799999237060547,33.182708219953234,24.773512402298223,24.318663580916102
2017-07-24,26.346051218176722,30.700000762939453,33.08546349181542,24.70101498163126,24.247418128772495
2017-07-25,26.439809320059688,30.829999923706055,33.25834621438761,24.835652766383255,24.36616205891323
2017-07-26,26.346051218176722,30.719999313354492,33.193513647729574,24.669943811885464,24.330538200415383
2017-07-27,26.392931386802942,30.75,33.21512450328225,24.804583572044017,24.342412819914664
2017-07-28,26.27573320060687,30.6200008392334,33.08546349181542,24.556018164890776,24.247418128772495
2017-07-31,26.310893327076535,30.670000076293945,33.117877714219816,24.5974463912185,24.306788961416817
