formatted_date,HXS.TO,EQL.TO,HSH.TO,ULV-C.TO,ULV-F.TO,VFV.TO,VSP.TO,XSP.TO,XUS.TO,ZSP-U.TO,ZSP.TO,ZUE.TO,HULC.TO,VUN.TO,VUS.TO
2013-10-30,8.085000038146973,,,,25.440000534057617,33.380985395883606,31.865404762292737,20.996319189552015,23.14520391022916,19.549999237060547,20.68266722174185,28.230563712939663,,26.203542539741992,37.03103603028025
2013-10-31,8.03499984741211,,,,25.399999618530273,33.16713620024672,31.93678295777468,20.934229099429565,22.97464966304117,19.559999465942383,20.52037081670938,28.31408600830753,,26.01293431168733,37.01028987744438
2013-11-01,8.03499984741211,,,,25.40999984741211,33.14676905523811,31.865404762292737,20.975622492844533,23.024813802547204,19.469999313354492,20.510227049554132,28.32452455281599,,26.063093465331107,36.90656307018908
2013-11-04,8.039999961853027,,,,25.479999542236328,33.25878641046763,31.92658579486155,21.048058957575087,23.06494320058577,19.549999237060547,20.581233419640874,28.397608303675398,,26.10322231900538,37.13476283753554
2013-11-05,8.074999809265137,,,,25.450000762939453,33.40135254089222,31.916388631948422,20.985970841198274,23.14520391022916,19.549999237060547,20.642094087846612,28.376727232001283,,26.17344589948629,37.072528335951986
2013-11-06,8.0600004196167,,,,25.56999969482422,33.33006947567993,32.038752641996005,21.089450377244418,23.1151073400918,19.600000381469727,20.642094087846612,28.40804684818386,,26.09319010558681,37.10364558674377
2013-11-07,7.989999771118164,,,,25.360000610351562,33.044937214830746,31.66146539385008,20.82040121502968,22.944553092903814,19.68000030517578,20.469653915658895,28.084398202549448,,25.88251745069502,36.64724209512679
2013-11-08,8.125,,,,25.350000381469727,33.503188265935286,31.93678295777468,21.089450377244418,23.235497447773756,19.510000228881836,20.74352982467334,28.33496508865305,,26.223605053130065,37.06215328107202
2013-11-11,8.119999885559082,,,,25.510000228881836,33.55410418613897,32.089736511651694,21.09979872559816,23.265595931477378,19.64341926574707,20.76381542425808,28.48113059904327,,26.283798333641467,37.165884045251374
2013-11-12,8.119999885559082,,,,25.34000015258789,33.513369896121745,32.028555479082875,21.058407305928828,23.255563103576172,19.598100662231445,20.76381542425808,28.397608303675398,,26.283798333641467,37.04140712823615
2013-11-13,8.135000228881836,,,,25.3700008392334,33.6152017365291,32.130525163304206,21.234325280451163,23.31575815741715,19.761289596557617,20.814534260034325,28.554212358574077,,26.35402191412238,37.35259150692609
2013-11-14,8.21500015258789,,,,25.75,33.93088665720906,32.44662943397136,21.34815316485105,23.526443716209965,19.86018943786621,21.00726003180678,28.783898173003564,,26.57472486898368,37.60154138403248
2013-11-15,8.210000038146973,,,,25.670000076293945,33.981802577412736,32.58938582493525,21.441286326289084,23.546507458446115,19.950000762939453,21.03769133327253,28.909182611719665,,26.58475708240225,37.74676049695952
2013-11-18,8.192500114440918,,,,25.790000915527344,33.79850215697092,32.46702375979762,21.35850151320479,23.42611735076416,19.889999389648438,20.90582622970581,28.919623147556724,,26.444309921440425,37.65340478766013
2013-11-19,8.192500114440918,,,,25.700000762939453,33.86978522218322,32.45682659688449,21.317110093535458,23.526443716209965,19.889999389648438,20.99711819937729,28.752578556820986,,26.50450128850277,37.44594721622548
2013-11-20,8.167499542236328,,,,25.520000457763672,33.6864886863771,32.39564556431568,21.244673628804904,23.325790985318356,19.8799991607666,20.865251161084814,28.637734653941944,,26.303860847029544,37.31110315817841
2013-11-21,8.279999732971191,,,,25.690000534057617,34.21601891805823,32.56899344401895,21.420591603327235,23.72709453353531,19.8799991607666,21.159414604409758,28.888301540045546,,26.76533309703834,37.69489709333187
2013-11-22,8.322500228881836,,,,25.75,34.368770563304984,32.73214221589913,21.534419487727124,23.837453726882323,20.02396011352539,21.29127970797648,29.044905594944225,,26.91581247141873,37.87123345705068
2013-11-25,8.329999923706055,,,,25.760000228881836,34.41968648350866,32.783129975374734,21.493028068057793,23.857519382684735,19.989999771118164,21.301423475131728,29.024024523270107,,26.925844684837294,37.85049126113886
2013-11-26,8.324999809265137,,,,25.639999389648438,34.39931933850005,32.7933251933779,21.524071139373383,23.86755221058594,20.079999923706055,21.29127970797648,29.034465059107166,,26.935876898255863,37.933471915558286
2013-11-27,8.385000228881836,,,,25.670000076293945,34.67426996916277,32.80352041138107,21.575812881142088,24.03810454420767,20.057249069213867,21.463719880164195,29.08666773829246,,27.106420699473386,37.933471915558286
2013-11-28,8.369999885559082,,,,25.739999771118164,34.765920179383684,32.885097714686104,21.575812881142088,24.108334339516116,20.100000381469727,21.544868082680427,29.253712329028193,,27.256900073853778,38.17204673778471
2013-11-29,8.447500228881836,,,,25.600000381469727,34.72518588936646,32.77293086755164,21.513724764765275,24.078235855812494,20.041980743408203,21.49415118162994,29.138868426149152,,27.226803433598075,38.01645652690177
2013-12-02,8.387499809265137,,,,25.549999237060547,34.71500425918,32.73214221589913,21.482679719704052,24.03810454420767,20.0,21.453576113008943,29.024024523270107,,27.156579853117165,37.8401162062589
2013-12-03,8.369999885559082,,,,25.399999618530273,34.59280527376403,32.52820479236643,21.430937977935343,23.987942318267898,19.899999618530273,21.402859211958457,28.815219780514738,,27.09638848605482,37.72601434412364
2013-12-04,8.382499694824219,,,,25.309999465942383,34.73537140418862,32.57919060693207,21.420591603327235,24.088268683713704,19.903600692749023,21.50429494878519,28.825660316351797,,27.16661206653573,37.74676049695952
2013-12-05,8.329999923706055,,,,25.239999771118164,34.440053628517276,32.44662943397136,21.317110093535458,23.87758312492089,19.899999618530273,21.311567242286976,28.815219780514738,,26.965971625062505,37.56004907836074
2013-12-06,8.425000190734863,,,,25.579999923706055,34.827021614409524,32.74234132372222,21.565464532788347,24.128398081752266,20.040000915527344,21.534724315525178,29.107546818637978,,27.286996714109478,37.933471915558286
2013-12-09,8.427499771118164,,,,25.610000610351562,34.837203244595976,32.834113845030416,21.61720430081142,24.158496565455888,20.079999923706055,21.565155616990925,29.159749497823267,,27.286996714109478,38.037198722813585
2013-12-10,8.382499694824219,,,,25.459999084472656,34.66408833897632,32.77293086755164,21.544767836080865,24.03810454420767,20.030000686645508,21.463719880164195,29.055346130781285,,27.156579853117165,37.94384697043825
2013-12-11,8.28499984741211,,,,25.25,34.21601891805823,32.497615248537,21.296413396827976,23.72709453353531,19.79067039489746,21.169558371565007,28.836100852188853,,26.75530088361977,37.46669336906135
2013-12-12,8.3100004196167,,,,25.100000381469727,34.28730198327053,32.30387304300748,21.21362858374368,23.797322415277495,19.799999237060547,21.199987738304994,28.65861572561606,,26.83555667751925,37.4044588674778
2013-12-13,8.242500305175781,,,,25.1299991607666,34.09381993264226,32.30387304300748,21.21362858374368,23.67693230759554,19.71915054321289,21.098552001478264,28.59597251059371,,26.735236456782637,37.46669336906135
2013-12-16,8.300000190734863,,,,25.18000030517578,34.28730198327053,32.50781046654018,21.34815316485105,23.797322415277495,19.8700008392334,21.23041903977074,28.794338708840623,,26.895748044581595,37.684525995375964
2013-12-17,8.289999961853027,,,,25.1200008392334,34.26693872289762,32.39564556431568,21.296413396827976,23.75719301723893,19.781679153442383,21.199987738304994,28.763017101329446,,26.885715831163026,37.62228753686835
2013-12-18,8.462499618530273,,,,25.399999618530273,35.091786730250085,32.905492040512364,21.648249345872642,24.28891950103905,19.950000762939453,21.707164487712895,29.00314544292459,,27.46757081529651,38.057944875649454
2013-12-19,8.470000267028809,,,,25.43000030517578,34.98995488984273,32.905492040512364,21.6379009975189,24.268855758802896,20.1014404296875,21.666591353817655,29.170190033660326,,27.397347234815598,38.07869102848532
2013-12-20,8.5,,,,25.59000015258789,35.13252102026732,33.14002095278445,21.762079204018164,24.419344350188474,20.25,21.798456457384376,29.420756919763928,,27.53779630922648,38.34838705842758
2013-12-23,8.505000114440918,,,,25.610000610351562,35.13252102026732,33.22159825608947,21.83451566874872,24.359149296347496,20.280000686645508,21.727452022023392,29.48339814345768,,27.547826609195987,38.56621572781813
2013-12-24,8.537500381469727,,,,25.68000030517578,35.26490552050545,33.30317166957459,21.917300481833013,24.449442833892093,20.309999465942383,21.85931720297914,29.587800634315084,,27.678243470188303,38.669942535073424
2013-12-27,8.65250015258789,,,,25.760000228881836,35.7363921159263,33.469382554371485,22.011468138622178,24.75342926034667,20.399999618530273,22.144395173271807,29.745072616970585,,28.025350109830235,38.84420892102364
2013-12-30,8.595000267028809,,,,25.790000915527344,35.501284734831096,33.459145082932714,22.021905299258446,24.611866145438306,20.3700008392334,21.981494030800224,29.734587684807128,,27.83408461202727,38.83379549151165
2013-12-31,8.607500076293945,,,,25.84000015258789,35.55239435691019,33.58197131348991,22.07408911175494,24.62197807202502,20.462499618530273,22.052763037889694,29.77652541366462,,27.89448353552662,39.000374619666204
2014-01-02,8.582500457763672,,,,25.530000686645508,35.42973048403752,33.29538067997447,21.90709852294435,24.49052495505057,20.31999969482422,21.92040658785708,29.577315702151626,,27.783752495785667,38.625570588428545
2014-01-03,8.550000190734863,,,,25.5,35.31728697581499,33.35679379525307,21.896661362308084,24.530972661397414,20.299999237060547,21.808411324182316,29.566832769784504,,27.723353572286314,38.698448708773675
2014-01-06,8.537500381469727,,,,25.450000762939453,35.27639771838603,33.264676074560846,21.865351871084126,24.46019110394323,20.239999771118164,21.849135638832813,29.514408108967228,,27.683086343255308,38.583928785059676
2014-01-07,8.697500228881836,,,,25.59000015258789,35.9203898749424,33.418206910531666,21.980156656713376,24.905104301841746,20.350000381469727,22.24620887280025,29.713617820480216,,28.1964819931177,38.7921497165831
2014-01-08,8.710000038146973,,,,25.559999465942383,35.99194412573598,33.38749840066669,21.980156656713376,24.94555200818859,20.360000610351562,22.24620887280025,29.64022529513236,,28.1964819931177,38.70886213828567
